topic,class,count,avg_lat_ms,p95_lat_ms,p99_lat_ms,jitter_std_ms,ipdv_std_ms,deadline_missrate_1ms,deadline_missrate_2ms,loss_rate
/planning/planning_factors/virtual_traffic_light,Best-Effort,1562,1258.479,1513.746,1601.384,199.391,293.396,,,0.730597
/planning/planning_factors/walkway,Best-Effort,1526,1256.542,1517.348,1602.229,199.344,291.049,,,0.736579
/planning/planning_validator/debug/marker,Best-Effort,1466,1353.083,1619.965,1687.147,207.269,292.672,,,0.746849
/planning/planning_validator/debug/processing_time_ms,Best-Effort,1466,1352.958,1620.018,1687.234,207.436,292.939,,,0.746805
/planning/planning_validator/validation_status,Best-Effort,1465,1353.154,1620.015,1687.194,207.327,292.724,,,0.746276
/planning/planning_validator/virtual_wall,Best-Effort,1465,1353.3,1620.039,1687.184,207.243,292.553,,,0.746276
/planning/scenario_planning/lane_driving/behavior_planning/behavior_path_planner/debug/avoidance_by_lane_change,Best-Effort,1547,1257.264,1516.924,1602.298,199.845,293.166,,,0.732723
/planning/scenario_planning/lane_driving/behavior_planning/behavior_path_planner/debug/avoidance_by_lane_change/processing_time_ms,Best-Effort,1533,1256.253,1517.213,1602.142,199.765,291.798,,,0.73537
/planning/scenario_planning/lane_driving/behavior_planning/behavior_path_planner/debug/bound,Best-Effort,1498,1257.936,1517.287,1603.507,197.865,287.772,,,0.741189
/planning/scenario_planning/lane_driving/behavior_planning/behavior_path_planner/debug/goal_planner,Best-Effort,1542,1257.22,1517.094,1602.293,199.722,292.362,,,0.733633
/planning/scenario_planning/lane_driving/behavior_planning/behavior_path_planner/debug/goal_planner/processing_time_ms,Best-Effort,1526,1256.781,1517.595,1602.271,199.347,290.811,,,0.736351
/planning/scenario_planning/lane_driving/behavior_planning/behavior_path_planner/debug/internal_state,Best-Effort,1520,1256.075,1517.485,1602.311,199.449,290.907,,,0.737886
